row ID,row m/z,row retention time,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,Unnamed: 33
10331,608.2888128964115,18.712734848484846,0.0,1943074.4251647969,1932249.4554666148,1899687.225170595,0.0,0.0,957248.7696600348,963309.7060926821,643.6632812500043,960059.0664184558,652.763160324078,1166640.1871359241,1161319.2524151593,0.0,1162694.1481692514,0.0,675.1318943023489,1438724.405655214,930.1599999999878,673.4890313720853,0.0,1444804.017106016,1436346.5460693354,447180.8829922481,656.6251865386776,0.0,460235.6414724739,0.0,447202.4580151379,694.6506896972567,
10332,497.1970987788565,17.268052083333334,0.0,1050157.519156498,1110044.7077563494,1084289.5467120374,0.0,0.0,1374005.272208248,1393034.1386300686,0.0,1379639.4071484348,0.0,129553.8507244874,134226.68868011553,0.0,131388.29513641357,0.0,0.0,1547894.633976743,732.8984625244044,0.0,0.0,1563121.834970704,1578878.5391290262,104693.13411376961,0.0,0.0,81847.99688903804,0.0,82119.63345245343,0.0,
10335,483.1810023803853,17.147635416666667,0.0,824002.0689318852,819150.9734610032,819366.5492205797,0.0,0.0,617712.5311151121,599357.5126171875,0.0,598726.4330798349,0.0,355709.0057226576,352714.6976504533,0.0,322447.9910644527,725.3468666076452,0.0,500047.5443975845,0.0,0.0,0.0,491184.2736584461,485583.74459594797,2161722.657401119,0.0,0.0,2217757.305098204,0.0,2146149.7163311793,0.0,
10336,477.19413824408974,10.008154629629631,0.0,720897.6574090881,680902.7380581065,716706.4664534603,0.0,0.0,63704.007588501016,64339.99380416885,0.0,65346.018505096385,880.0210569763154,318099.388053772,309932.20564169344,0.0,313477.3947411805,825.2488261108326,0.0,239678.63872207628,0.0,640.9178597259503,0.0,230164.09220361285,221827.53804483011,8633.147097877556,0.0,0.0,14584.392133148182,0.0,13134.851255004864,0.0,
10338,320.17230191932293,33.61045833333333,0.0,110746.22535157016,0.0,0.0,0.0,0.0,0.0,284276.7407031313,0.0,0.0,0.0,0.0,359098.62093750795,268352.1037499905,385674.7153124891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436458.76988282416,0.0,0.0,0.0,0.0,0.0,225202.92513672393,223766.49890625497,
10340,461.19872206106146,9.237066666666667,0.0,596510.6147474975,607744.1911174606,609164.2179741813,0.0,0.0,369765.1438269041,373167.7167958379,0.0,370165.7022902832,0.0,141251.05661050402,134350.78590881356,810.5815018920828,124183.849815155,729.204920257562,0.0,457712.8823103032,0.0,0.0,0.0,450204.13293008384,459045.2709461979,799.3915711212132,0.0,0.0,0.0,627.8462706604025,0.0,0.0,
10344,325.1277120119587,33.63633333333333,0.0,85771.27953125595,0.0,0.0,0.0,0.0,0.0,234969.65193359894,0.0,0.0,0.0,0.0,0.0,253995.9851953032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413551.6333984488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10345,943.3707080354852,17.127011111111113,0.0,475316.132868041,452014.3505468788,463871.0573785393,0.0,0.0,259010.16085388212,260824.39859863263,0.0,257899.17509704718,0.0,270278.8452960223,247897.63547485496,0.0,227230.29790862981,0.0,0.0,170783.23446655422,0.0,0.0,0.0,161488.34187957726,144472.71227661218,3113848.99704406,0.0,0.0,3273789.655073238,0.0,3170929.188728945,0.0,
10347,499.1641841885947,17.200866666666666,0.0,620158.6042358403,617802.715801394,600732.3977703856,0.0,0.0,47280.51403320278,25131.425468749847,0.0,21538.680551757683,0.0,417109.26615661755,421541.5179556292,0.0,370256.2422277827,0.0,0.0,102143.17579223566,0.0,0.0,0.0,77562.4372314462,95328.58343261661,1541053.9469488538,0.0,0.0,1496636.425178833,0.0,1565851.0006851188,0.0,
10351,921.3889270124473,17.147155555555557,0.0,307438.6409655752,289767.27144836716,305960.2437310781,0.0,0.0,172656.38391082775,174343.2167932125,0.0,174696.85984497142,0.0,95157.71278320382,87991.34248657298,0.0,77083.90685760487,0.0,0.0,99404.82989502027,0.0,0.0,0.0,95263.24825775072,96706.61789062538,3618707.1850475883,0.0,0.0,3828740.1947741527,0.0,3695133.6014563083,0.0,
10367,529.1658533836325,18.701447916666666,0.0,611052.2466119386,613375.5554766844,567807.4158969118,0.0,0.0,262505.1688757328,270762.16559020965,0.0,273108.47499999986,0.0,311416.5962002561,320364.75283416704,706.7523019409336,288955.52660156257,0.0,0.0,403362.74715911923,0.0,0.0,0.0,446464.99840057327,397826.59212921135,127541.68749908429,0.0,0.0,125738.92222412126,0.0,137146.20003082312,0.0,
10395,848.6087500239339,35.52887962962963,0.0,37510.47330078102,48007.327514648154,0.0,0.0,0.0,46900.46138671847,91297.65039063162,26395.43703124984,0.0,55878.48047851528,0.0,0.0,0.0,0.0,65083.27384765586,0.0,0.0,0.0,27451.77493164046,986967.3846154823,72924.04617187456,83099.63240234325,24468.679980468598,65942.19140624756,52683.34702148406,38237.43212890602,47851.39420898409,26723.525820312334,87460.45784179635,
10413,897.3881545614246,12.499813333333336,0.0,135758.56689681983,128747.3412781377,152263.34500372296,0.0,0.0,1086856.2306499346,1102205.9134670414,0.0,1162018.2594949962,0.0,2962420.3519188236,2913763.8800386284,0.0,2916992.6665009204,0.0,0.0,115877.73286914051,0.0,0.0,0.0,110812.87627191194,106142.791424194,17433.598766204796,0.0,0.0,11639.952348144443,0.0,15456.315172279375,0.0,
10420,500.3807886126518,30.26513333333333,1032495.2736523416,1313831.6314111312,910681.9615917972,1419931.2596752956,1091978.9238696285,1811801.202991637,1316746.2653283707,752654.3539990224,1013734.6000097651,1077262.225065919,889609.6047680646,954228.5811181655,1087784.2792260763,1076885.330161133,1120270.5635742191,1365799.17390625,1092564.281499023,1335698.6583325209,1025055.5629980477,1366037.8818945305,1905548.4697482304,1057789.3975512728,1323719.8354785156,1391724.6073657237,1314752.3418090823,1399719.8797143572,1021978.3235327152,1860575.7462652572,949266.8438085923,1287150.669250488,
10421,471.18203324179,12.521590833333335,838.1704822540107,193073.36973977654,191500.423259705,193904.8946760863,0.0,0.0,413414.6559649967,403712.3698659057,0.0,401783.58143048093,0.0,665079.0099389647,684410.6302357168,697.6383448791481,666653.5082844854,0.0,0.0,177331.1804064941,0.0,665.6754166030862,637.0249982376148,169597.84309960954,163811.77380331393,78492.8130027466,700.6532812499977,0.0,78738.02998333727,0.0,73272.58367980956,0.0,
10422,377.2303007969779,27.991820987654318,232067.91551025203,1147281.0073580935,912574.0495977766,262491.592252198,1142747.687613524,925366.4547192395,0.0,236934.8833154292,3110745.73338959,366123.5889782725,352053.5349340837,1842599.8343435684,1821371.6754245008,318101.0841931146,0.0,374344.8615185535,0.0,63187.97033416706,375237.3713085918,124531.55416320762,371660.7042224115,100295.49283142119,7612.3011608886145,551097.9173730453,121163.10404663006,523515.29100585927,567537.5031347644,500802.8161547858,542805.7821069304,542284.2759643568,
10434,487.1545005617828,12.506527777777778,0.0,170942.28669421372,157016.69941473418,158700.8702438964,0.0,0.0,368538.8153139653,381864.789005188,0.0,382116.0412801514,0.0,593782.7714657593,612191.8422313528,0.0,571548.4564324346,0.0,0.0,135793.68730682382,0.0,0.0,0.0,142737.5638584597,138300.6605540159,52248.37500149531,0.0,0.0,45763.28134191887,0.0,48238.457129455615,0.0,
10439,566.2772088684919,12.52712916666667,0.0,213381.09715103146,208025.714324036,216040.4224713745,0.0,0.0,434646.84861761506,431471.0972482298,0.0,430836.4372540893,0.0,590176.878365692,554819.2124820551,0.0,582475.8580585942,0.0,0.0,206601.85580603025,656.1400529098532,0.0,0.0,213651.1189030153,196497.3131491697,98429.22204946898,0.0,0.0,103721.95854431136,0.0,104390.32312258908,0.0,
10460,645.2756834591053,29.57168333333333,1186384.9900744637,1460154.0424548348,1485917.6480960092,1466168.0177606202,1145025.7067407223,1520380.775894469,889040.6148620606,515208.62210937287,1655272.0097930906,1329940.050562743,1344057.8790295408,884408.1647729485,1251370.6605395512,1226507.050213623,1291347.8664013648,1114757.9325207495,1071840.0212414544,1692117.3746035781,934986.97160156,1342310.7327648932,689984.3592675807,1743156.16365112,1769639.1072576866,825570.8167895509,1144735.1331335434,1057595.307752685,1613929.1024404909,1626475.6471591168,1632586.449783326,1153338.2602246096,
10475,473.20032118802885,18.446125,2469.242890777601,477669.50770111044,448388.7715832522,436670.91755706776,743.1668842315722,885.4847427368222,1508352.9159927382,1418550.2948190302,1961.6955465698181,1422892.004303894,2615.2524905395458,171730.01329193104,164325.0947073363,1387.148331451474,164151.33922058126,0.0,682.5577407836824,392406.70023345976,852.1336254883001,976.802263183581,3100.010483703673,354648.72251617396,409672.7251431277,26992.445978088348,1135.1220184325846,0.0,23143.2547631837,1734.0058825683366,32014.83661285412,2683.7392103577013,
10502,463.17862105936854,20.927050000000005,1390.5751815796234,223109.73699920645,218588.15031677225,224275.53860382087,0.0,0.0,612703.4079251076,586893.9459844992,0.0,603390.2215707387,0.0,1355861.0627383385,1331170.4223962368,667.050303268437,1346171.6794091843,606.1779058837811,0.0,634974.172866516,0.0,0.0,0.0,626388.7860958846,604195.3082247922,1567328.3279449455,0.0,0.0,1571854.4237158238,764.087971496572,1552406.1854577682,615.6505054473918,
10516,475.1804664050209,23.441777777777773,0.0,180312.05672912614,145661.45396606464,154361.26059814435,0.0,1077.0945091247631,471866.49312072905,444609.2023583977,0.0,454692.7382287605,0.0,1867232.048039557,1851359.3796948304,0.0,1877835.763449701,0.0,1423.9299999999814,263875.688790588,0.0,0.0,0.0,251132.20228271556,264516.6060839849,2403460.5752560417,0.0,0.0,2403374.6065197685,746.8508796691945,2395266.705201715,0.0,
10530,485.1413123780249,9.184175555555552,0.0,154041.80025408947,150073.59386865198,147027.99250689684,0.0,0.0,15159.90607170103,14348.555635971052,0.0,15933.462993545547,0.0,43518.36895617662,45383.72671191413,0.0,49433.92546252435,0.0,0.0,17010.245835357626,0.0,0.0,0.0,15843.89684313964,16249.316203002936,47154.645345031844,0.0,0.0,46101.73806271363,0.0,46825.75638372801,0.0,
10574,475.17946696172316,26.674562500000004,0.0,175080.7763879392,167521.0040780646,177438.99623382493,0.0,0.0,691675.5740747065,652629.897397463,0.0,682899.7596301249,0.0,1261913.5758251923,1205989.730466306,0.0,1199788.3930059846,0.0,0.0,348605.2320709238,2203.087707519546,0.0,0.0,351048.72197631764,351794.311842652,558536.5992517082,0.0,0.0,558322.6230725101,0.0,553878.6858471683,0.0,
10630,469.1667551428599,9.21460648148148,637.9585000000051,134010.15543481454,127960.324083984,127921.13010244735,0.0,0.0,13096.391687110889,12181.735420791623,0.0,11037.992825042758,0.0,40662.490409240665,14899.741128692564,0.0,44133.35574945067,0.0,638.860651290895,18076.553023628214,0.0,0.0,0.0,13273.868796722407,13999.95938978576,11681.647816589244,0.0,665.1463503418101,44388.951712738046,0.0,4255.619171020417,0.0,
10690,919.3700594336752,12.506527777777778,0.0,72952.70122399888,73930.1979531863,83226.52957458487,0.0,0.0,413131.25008728093,423867.8552926639,0.0,418731.7216244511,0.0,959354.1925254824,958764.0879784832,0.0,967685.3920786757,0.0,0.0,61947.970165161045,0.0,0.0,0.0,64506.30986084001,50664.850329101566,7068.344057098377,0.0,0.0,7217.174639846782,0.0,7816.367231903106,0.0,
10808,505.18918857596384,25.561363636363634,0.0,174332.17125366195,162166.29284118686,162521.35250762885,0.0,639.5152610778624,449130.60142456007,450554.378349305,939.282947387683,454659.01871398854,0.0,634606.8834851057,616934.920737304,0.0,624814.6447039808,0.0,1729.470997924782,382762.4851507576,1046.4864038086168,0.0,0.0,400233.8871139519,389415.5000799562,44119.44667602509,0.0,2830.1936274718755,51281.787415771534,847.8175476073975,48779.85867309577,2392.883344421381,
10872,436.1687527818356,21.687166666666666,0.0,119631.74769653325,108062.3939379888,112038.72156738203,0.0,0.0,689494.7602563499,677755.3695581043,0.0,708962.7205554197,0.0,3208650.889509285,3113598.0985839907,0.0,3256512.349025871,0.0,0.0,767218.37558838,0.0,0.0,0.0,775611.3003881834,754776.882518313,2698388.974301753,0.0,0.0,2709767.5278686453,0.0,2721554.5694775367,0.0,
10898,477.19521125183286,24.038625,774.8269525146384,260685.3751922609,246081.9660131837,250276.14491821305,712.2211471557664,761.3336856842092,1037949.0067730716,1016759.217300415,1082.324664916978,1062520.5704296876,0.0,1408696.7642858885,1396193.7621154794,0.0,1330155.3796563721,1355.5037011718573,1195.7522758483542,443488.6155941771,860.5169641113167,0.0,0.0,435219.55304046633,428183.7109585572,344356.78270751925,909.3975000000205,0.0,341386.2740954589,0.0,328450.55425292964,721.780000000016,
10913,491.20879624121557,6.026590350877192,943.511899139398,80147.77539660645,74538.57802584847,83663.81465060428,663.8623593521155,0.0,486709.00157783524,475480.98230603064,0.0,428024.2737862545,0.0,349937.33527400205,335051.3971962051,0.0,319920.9169271627,0.0,0.0,1336177.4079530062,0.0,0.0,0.0,1293303.6580487068,1358574.7254046022,57128.266889923056,0.0,624.4180953521687,53503.591615692116,0.0,48892.010405212415,612.327091346736,
10927,457.16574096472976,11.81135,0.0,84510.8954992065,75386.47639715575,86016.41723007218,0.0,0.0,114086.06644598399,109760.16782550073,1042.338291091934,105169.43502359015,0.0,592972.6175457151,606672.6863189996,0.0,612112.6883589167,0.0,0.0,143062.53539538587,0.0,0.0,917.7850582122774,137542.73102209455,132837.22207925402,816363.99415381,0.0,0.0,833275.0748985597,0.0,828440.8621693106,0.0,
11007,491.2090334259915,8.485947916666667,0.0,79778.89357836898,73610.95946893307,78042.12404992657,0.0,0.0,88916.20656149297,92917.43463043217,0.0,95752.26522128288,0.0,53428.915111145,57715.33822164915,0.0,50092.181703307986,0.0,0.0,106110.35950225827,640.8601684417632,0.0,0.0,103375.78020870966,105541.6849848023,1172.550018066396,0.0,677.8989552993828,0.0,0.0,3979.1666862335246,0.0,
11128,465.195087924004,15.468803508771932,0.0,101349.0652254944,87598.70020907599,86055.49178289801,0.0,0.0,32057.97679690564,33053.67727423097,779.9699793090837,30481.86713476568,0.0,142865.89920880113,148781.78870816028,0.0,147085.23352853383,0.0,0.0,43049.62162081912,0.0,647.1191132354717,0.0,34485.87972463991,36575.09862707514,33266.44125860594,0.0,0.0,32509.785198150614,722.0792439651339,26725.634892089904,667.1916795883229,
11143,435.18278613734816,5.678808333333333,0.0,65700.45880236822,62949.321007629376,70890.86627789307,634.8040952682476,665.1072343750013,33209.03911038212,32762.61844555664,657.2229792785703,30826.592519775448,0.0,968683.1738401796,959901.8082774351,0.0,1013241.486828124,0.0,0.0,10517.628014831558,665.1679840545669,0.0,0.0,10713.008685455312,10296.38597964478,0.0,777.5918270874023,0.0,0.0,0.0,2034.1513261871269,0.0,
11523,499.1782047100776,26.11967777777778,0.0,73448.58597167919,87326.62811950706,86466.50809326148,0.0,0.0,39465.64821716319,56652.207267761325,0.0,52551.79816497785,0.0,57177.214022827146,47866.42799072256,0.0,31476.622894287364,0.0,0.0,32228.982206726265,0.0,0.0,0.0,28659.04639282208,9475.914979858328,231075.1887499993,0.0,0.0,231272.70025604274,0.0,226212.5156970217,0.0,
11562,594.2737900464155,10.024569047619048,0.0,62969.25195010371,52270.46905288704,58792.321022979675,0.0,0.0,5874.0079724426305,5316.886582870514,0.0,5975.590867584248,858.7291481628438,27302.448885742164,24326.72641632084,0.0,27034.952935455323,0.0,0.0,18512.72632101451,0.0,0.0,0.0,10552.614745529176,13801.6948169403,0.0,0.0,0.0,0.0,0.0,750.7409248352027,0.0,
11568,514.2850851545045,18.704160919540232,73527.03162841874,22407.144001464676,15143.298614501618,0.0,185434.69587646425,167714.99316650387,52911.804945068005,101312.99270996086,107508.9299987798,21101.238417968623,118562.45801513699,65712.75336303668,77275.76572753856,93076.5008117676,102795.9748706054,317911.41298706114,153202.9604565435,10857.024604492122,70981.30039794912,9074.312558593696,192704.66138793898,34145.444567871695,88739.24234375004,547009.69029419,943890.7967303469,409750.67599975533,173597.52511352574,910148.1976025393,288725.8099096678,225653.11244751012,
11614,477.19506507599607,8.481632352941178,0.0,52509.088116882274,53195.88709790036,55985.220607574316,666.0834374999978,0.0,12716.334717224085,12515.824066772464,0.0,12074.86127980043,683.3529828033379,117989.8862357177,115744.7602828675,0.0,115133.02164965797,0.0,0.0,8203.418592208891,0.0,0.0,0.0,11397.885990829414,13326.535735816984,35020.86376080329,0.0,0.0,32047.094525024328,0.0,33902.41819256582,0.0,
11641,746.100577696785,1.7159411111111107,19656.995156692523,9236.789705780013,11764.038410247776,10748.37983386231,12001.415321777313,11564.728747558598,37467.175842926066,50066.91596022036,59143.58918218997,42082.72358264151,35667.009511108416,47728.440002075185,38040.049402618366,91964.92601239005,37574.19109338384,40943.28576574712,56745.18261160284,16100.69659228517,33501.93217901601,15587.797394287094,8530.638520141592,12624.433833160403,23171.984952026352,55376.24131481929,18654.538738403324,28643.858885925336,34554.131611755365,28967.8236757812,28743.186054809586,24453.180056396493,
11740,485.16107081534835,20.90476666666667,0.0,67951.97016845699,69489.14776367185,75262.42625396734,0.0,0.0,214578.39016723557,196911.47567260827,0.0,209725.8938568111,0.0,514441.83308471524,500966.6720623766,0.0,505906.0136706561,0.0,0.0,208161.5506500244,0.0,0.0,0.0,207809.49945556602,188469.59643676755,511312.3954992675,0.0,0.0,511026.6125244156,0.0,509155.70934387296,0.0,
11783,473.1394686720285,11.803808333333333,0.0,45668.58400161735,44877.71243557746,47195.41602770997,0.0,984.1174873962352,59911.578925109825,55442.06301885994,0.0,57683.386860107326,0.0,462272.0928073118,492608.3596721186,0.0,457653.3328224482,0.0,0.0,80692.70336660772,0.0,0.0,0.0,83461.51849200432,79322.58210934445,724168.711770967,0.0,0.0,698219.4855419921,0.0,715977.511458312,0.0,
11885,421.16671369548345,5.2860982142857145,2417.1615028228744,43983.59429473881,45478.81261096188,44600.95060449227,1116.634278686526,1712.2715653381272,14327.00448867796,13806.961078857405,0.0,15066.56618278504,2169.645321250913,228882.04667883285,226064.22039825446,766.689552612298,238658.78154528802,6242.912672103886,919.1897914428791,31395.455353271478,4033.0881369400013,882.5918479003908,0.0,31217.296694885277,36231.450101623595,81574.02206311033,937.2849999999906,9962.21747209167,83499.7886376343,4580.6561690063645,81959.96873658744,14977.107306274418,
11888,393.1249244336432,9.966264444444443,0.0,58142.15194396963,58272.281049530124,56779.55008837888,0.0,0.0,154966.57827786222,151231.70018377702,0.0,150827.76144830303,0.0,283086.2456923825,293021.6147654421,0.0,298080.36882324226,0.0,0.0,173747.59595156868,0.0,0.0,0.0,168950.35993554667,159436.43648693842,172797.7689241942,0.0,0.0,164665.23250604232,0.0,174031.91692811597,0.0,
11921,489.196618374608,30.233475308641967,0.0,87819.12073120117,87087.23922821044,80086.44638793952,1840.238493041968,1550.6368054199384,152907.65327636726,148723.4424395754,1199.9376838684586,151289.44772766106,1312.8554466247185,30580.707848510807,30261.74745727553,0.0,37789.530664062455,1464.610967254597,1243.740363311732,489163.0747888172,1103.453789672837,758.5485092162987,1180.622290801968,499847.550141603,486449.8674868777,280736.6476818848,980.6293380737367,984.1869226074436,285783.6775689692,970.1965661620967,280770.19775878865,0.0,
11929,459.1856040896893,14.718768333333335,676.0416231689468,47667.051168518046,45068.2324886779,49628.34505889903,0.0,0.0,117601.41952023303,114242.13819625851,0.0,121461.89018197634,0.0,83368.34894781499,95807.11589331056,0.0,87348.55828009035,1021.2795794677883,1030.1687020263582,55758.643904785094,898.5413640746992,0.0,660.1765028686466,54805.54612698363,51346.70693579096,148763.56297338865,0.0,0.0,152503.67344042967,0.0,150868.91571075446,0.0,
11998,399.11330081272797,12.405792222222226,0.0,63283.48837249747,65820.87432193,56558.83728338625,0.0,0.0,191123.8914919129,174779.03970678712,0.0,187109.6492220457,0.0,92424.33426171867,83129.2619031371,0.0,85079.06469195563,0.0,0.0,92758.36955471807,0.0,0.0,0.0,90344.79186792,85046.74743817134,41880.91678628542,0.0,0.0,31363.19774865715,0.0,39706.79569836419,0.0,
12011,473.19984435797767,14.800746296296301,831.026648498537,49090.441503478985,56200.9236082152,57780.898078430175,0.0,822.1200000000117,137624.9856116027,142120.77439114382,0.0,141024.88828793354,654.739291473383,50412.09674505618,43972.3740928956,676.8608443603531,43908.01970056148,1557.604167922969,2542.897985313417,70692.84784582519,896.2756741333037,760.2728139877245,0.0,69637.05946331777,74142.44563522338,1171.412350250248,612.9630092239253,655.9168591690158,3382.859733734152,626.9605657196025,1750.1826991577343,840.0224645233127,
12098,303.1452302207506,14.104621666666665,133714.7240240477,16019.364478759793,33333.183918884155,96969.9075284424,226934.2920379029,93208.576704956,8601.369723999092,37379.52978015166,66218.15242419443,23639.190689453204,23812.15926403809,16374.672225463764,52983.163741455246,14176.323033935532,72045.47448876973,107979.0197644045,76455.2618759766,8860.08677807598,46371.62411462417,59427.508876343025,135104.49488256846,7712.171298339967,7175.925219970762,6898.976625976674,90750.06456530774,43509.818437255875,74516.70933862301,88326.48326788339,80248.31470483408,14967.173147827105,
12124,320.17218454692545,1.480193333333333,48203.00381643675,220152.17920568844,217913.13450231933,224918.98577069087,56515.773913864134,231707.92968292237,61215.51018908691,233890.4173479003,61662.59736425781,239515.5177348632,68802.64579260256,241484.0765061035,237857.28083422853,58242.97607070922,244209.6389232177,59840.3366937866,62855.55294470215,58219.487275512714,243075.40514166263,57646.380532958974,59473.720017700216,60607.934810775754,54582.247245300285,18891.39182202145,62760.99888467409,58165.77541784666,57802.21302929689,32575.03427697756,55191.016740448,55519.61469677735,
12178,303.14516043850193,13.48838888888889,213549.2422697752,55618.51271166989,20430.98428662113,65794.689328247,12766.038931762634,38187.91956445332,7385.682047119259,16024.177452148508,61393.67313793961,60675.700149536424,7579.043197265746,50319.10821667479,14784.510458251902,14641.712473632764,23409.913268432672,38041.470946045134,45432.80069470216,41982.769997070085,79256.23686987326,104235.53871746828,14275.843124450888,14466.889650268728,42477.85097692882,22181.587260498003,177603.55985412624,63093.737427856526,7181.5708845215995,66314.85472717298,35689.709448974514,53147.60856579573,
12210,303.14502012017954,13.864511111111106,171798.48905957025,29828.279065795905,127990.8476163939,60395.79218884258,70008.55840954576,139805.64534118664,39071.25601556399,28197.728286377147,68065.04034765612,91457.00404724132,7380.755065673947,83418.58461596648,7100.8383735353245,51179.41268737797,7866.908248779423,6725.566476562502,114073.82081445312,7771.621171264712,36429.37791772466,30620.562912841782,173008.3651431884,86243.41600280763,17035.07186962905,23166.302580566356,125404.5045532228,80783.69291918946,6718.586982910262,116117.32350994876,87848.99092541497,58746.482285644524,
12283,507.2037991145232,18.944313725490197,0.0,49826.009929504486,54027.984183044435,52310.72625793462,0.0,0.0,231415.4643481446,224162.95420684773,0.0,238719.3440197762,0.0,135169.72281921445,134697.4752807625,0.0,133864.18349609335,683.6790794372603,0.0,48764.52391174321,636.1346874999917,0.0,0.0,45978.21820922872,42854.8937274171,8941.328626556415,0.0,0.0,4626.702441330011,0.0,8067.828349914622,0.0,
12290,369.1591059358304,14.119738333333334,16424.52981976326,285559.9309938966,40763.79940759273,77516.86095123287,73073.22359118662,280955.6530704955,141965.7087070313,39808.366275390734,315941.21136773675,92177.57217907708,44665.852096923925,46206.34254730208,38895.34550720229,62695.37105065901,78652.4632594604,42280.60814489756,52231.02134667963,29424.857312988097,137168.69882812494,40438.877548339915,78020.13827429178,37224.50015051267,116066.2679433593,24708.411949645943,54867.372975769176,48999.136969848565,20127.41176208512,104283.55884643574,123492.1577701417,61212.90920465077,
12458,379.24802060073165,33.37794230769231,0.0,12951.739285889118,29490.809628905783,37517.43306091353,0.0,63641.75657226532,53423.08584228621,432747.40534179326,498659.90210693615,388993.05555664544,519897.5066699124,290034.3031542941,0.0,494257.6501660217,305147.3205566386,242989.8552734413,242291.46687012012,126020.6277862553,236101.09974121422,0.0,255113.19804077182,134160.39763061338,123595.0324731436,654214.0777197251,226559.90643066555,690519.9136669947,706284.0540795877,265333.4527441353,728404.6461572258,679175.1840478515,
12476,325.12590038865414,1.664465,14632.953366394044,7215.157802734388,4207.390452392589,20695.528602966297,16361.035279724148,91474.32416070557,17900.95158474732,109248.66978695683,8509.22727459718,103371.88106710814,8623.61023696135,4042.2505511474683,101252.63489071657,17451.880104156495,98318.7353413086,4597.8370531616165,20598.07139050292,105112.50409082034,18433.44939566039,5906.131302429182,57373.919143737774,6558.550465576184,60116.41507232666,8766.732911499039,111646.67500024415,108248.58332397461,19021.480989746127,103737.43264291383,105403.37256005863,40514.42570550538,
12492,303.1450391174157,12.510218333333334,13410.720193298534,7133.35722070297,106956.87275518813,73361.6652214964,37575.318132263135,65966.31803784185,30552.964122314665,41422.08759851071,33735.510701904204,72197.90125311285,28773.117017822417,7438.517983886837,6729.100163818467,150970.7106207886,6727.127305419775,12823.865484619346,105379.70346081552,43501.10553588878,72080.42002124025,114375.76446282974,82187.3263183592,8167.812038208073,7494.232788818479,131599.816325928,55005.922643921054,73763.18075512677,49669.038953491065,27533.90016943362,7071.828406860409,66910.25832818601,
12512,463.17901702630365,15.626757407407407,0.0,41698.22791351315,39667.87957254027,40046.9032983093,0.0,0.0,8593.281528243997,6197.675875946029,635.637001495367,7677.621191406206,0.0,102209.77513305658,99061.88961511226,0.0,94995.0127069092,614.7719396667535,0.0,17465.52913106538,0.0,0.0,0.0,12850.12548486327,15999.987651268088,50995.9070897217,0.0,0.0,47347.23048303222,0.0,41829.282901519735,757.2354380645636,
12530,497.16212238469285,26.69975,0.0,52433.01170471183,37345.568912353774,46387.66786437972,0.0,0.0,188483.9359109497,177491.2789752202,0.0,176459.16925109815,0.0,389117.23460266076,374375.3807550047,0.0,364663.1419873051,0.0,2616.7741491699803,85135.61846374533,0.0,0.0,0.0,82257.36629211418,74902.83203063987,183888.7468664549,0.0,0.0,181168.3008660886,0.0,180651.6102236936,0.0,
12557,303.1452187575445,12.094172222222225,43546.17021502686,31675.095470336888,47153.855638366535,26561.125602783228,38176.25280883788,509323.4545422974,58653.795879272664,6964.415542236176,35178.73702685544,176189.51468951415,7621.4205498048095,13368.372927002163,6486.741813720807,6027.525451904393,6630.746431640628,13803.531262390305,57882.56993420425,30648.016902160474,60747.96488635251,14212.166484497011,24361.1021535643,7075.8355793457595,6134.388307739356,67923.56688000495,51961.73530889909,126084.30344641107,14671.89151708985,6541.735467163138,158052.58019244365,73342.27740740989,
