row ID,row m/z,row retention time,s200525_Dog_4h_02.mzXML Peak area,s200525_Dog_Blank_01.mzXML Peak area,s200525_Dog_4h_01.mzXML Peak area,s200525_Dog_4h_03.mzXML Peak area,s200525_Dog_Blank_02.mzXML Peak area,s200525_Dog_Blank_03.mzXML Peak area,s200525_HUMAN_4h_01.mzXML Peak area,s200525_HUMAN_4h_02.mzXML Peak area,s200525_HUMAN_Blank_02.mzXML Peak area,s200525_HUMAN_Blank_01.mzXML Peak area,s200525_HUMAN_Blank_03.mzXML Peak area,s200525_HUMAN_4h_03.mzXML Peak area,s200525_Mk_4h_03.mzXML Peak area,s200525_Mk_4h_01.mzXML Peak area,s200525_Mk_Blank_01.mzXML Peak area,s200525_Mk_4h_02.mzXML Peak area,s200525_Mou_4h_01.mzXML Peak area,s200525_Mou_4h_02.mzXML Peak area,s200525_Mk_Blank_02.mzXML Peak area,s200525_Mk_Blank_03.mzXML Peak area,s200525_Mou_Blank_02.mzXML Peak area,s200525_Mou_Blank_01.mzXML Peak area,s200525_Mou_4h_03.mzXML Peak area,s200525_Mou_Blank_03.mzXML Peak area,s200525_Rat_4h_02.mzXML Peak area,s200525_Rat_Blank_01.mzXML Peak area,s200525_Rat_4h_03.mzXML Peak area,s200525_Rat_4h_01.mzXML Peak area,s200525_Rat_Blank_03.mzXML Peak area,s200525_Rat_Blank_02.mzXML Peak area,
6814,303.1452520743483,17.531466666666667,156888.0073608397,97441.09867919893,189475.34315429663,35480.119929809734,32386.608962401668,151635.25824951165,210515.63773681613,93740.56846923794,105898.59013793901,8849.778182372967,186560.9327874755,66535.0743640128,116489.91105957075,46592.084624023424,120507.573292847,43716.7814355464,232575.1021960452,154676.44364868166,57969.70143310526,63512.324351807016,272643.5642652583,126455.2560534664,40547.09855712889,240964.90823364287,51246.288045654655,36007.35269104077,52502.381763915626,28150.082982178126,44619.54347778295,57543.197126464154,
6821,303.1452642987205,14.428682222222227,23521.463647705263,71101.88043688952,60720.468033447294,69874.17437207016,32532.36856616218,173068.06100238045,86027.1452658692,185795.48902673353,172175.0961561279,83654.70477697745,14922.546911498888,23699.068473510593,54340.67770092792,444308.74176586926,91294.13584313937,93475.54441931145,38890.6254188234,65034.46141564944,48233.36855981447,183216.88932873524,79025.40634790034,153741.29471069333,46118.07059179692,97086.88633532703,46319.472959228566,70568.53000451649,70335.6358189699,54847.818503417926,71366.06246618635,162009.37619152834,
7012,507.2032413163443,18.93320588235294,53596.2317543031,0,53399.19150512676,54388.67538726799,0,0,205287.93098205602,209872.86414520183,0,0,0,243081.82276519862,132531.82247253516,118416.3892199707,636.1346874999917,122891.19892395061,45175.76024696324,38514.77326904312,0,0,0,0,41183.09860427892,0,8941.328626556415,701.8381661987213,8067.828349914622,4626.702441330011,0,0,
7018,303.1450871662304,13.109274444444441,49203.968456115974,87480.68952490222,84710.73131591815,56486.33553497313,100727.90341339109,83534.30618908715,58078.31409582487,52057.233078613135,43810.84408483861,63662.77505700659,83420.98553808582,126531.00206890896,124456.72988500977,44937.063126525594,146534.2639050295,42389.809693237425,46641.2439481202,89238.71761511233,102819.42888012683,37034.710152344,66921.50809484842,69030.81905334482,65892.41962536628,86588.70315734869,117905.39647521965,23397.187324951185,28771.886205810402,43751.65688305672,73197.6783841553,44981.23206170666,
7027,369.1591366354703,14.134664999999996,56706.35179736318,16424.529819763255,77516.86095123287,46478.10684375001,149673.25402087413,66193.01743518091,156166.97023968515,54461.61785809351,315941.21136773675,51241.95355053704,69654.62407409663,39816.92305291738,38895.345507202284,85653.6732748411,149317.17830004907,52538.484640075345,35976.89325109851,123317.81406420874,49621.74040808123,60113.325789428534,84320.30367852775,45997.604968200874,43431.43527197269,61111.38796319584,24708.411949645943,67526.15863287348,129638.80045019547,26532.97919555686,110002.3337663576,54896.80108349609,
7067,393.22121197748237,10.223612777777777,50818.94351013189,31408.406660888708,48476.60435113529,45364.73313397217,52494.51619610597,79729.11681231685,28510.436635192895,30455.438028411703,41450.46533673099,22018.143476928624,30547.650127136007,31007.088204589843,33736.438981903026,20868.073144958482,27640.497808624306,22309.947462616004,13086.41523049929,15922.007079528767,37765.947761047486,30476.523772216908,10493.929842010466,30476.63332543949,6026.394322448741,16771.238028289798,33991.18385821532,17151.23925817869,21284.45738275147,10090.9358178405,34853.05107785032,29238.892965881365,
7153,303.1451228457799,15.343622222222224,44971.83161193845,60386.88468798803,99412.61335925292,93067.87452612292,250122.54872814973,53862.90926293938,128566.1382523193,60011.35191613777,125523.00225524892,37648.729161743075,65044.87293939209,87342.67502514641,110995.09905664064,307329.2985604249,86475.44853601087,124301.66369360342,76521.40454296855,60511.514570434534,52596.58553930625,38744.745516845745,279529.1062663575,30442.68200537105,107321.96031115712,118357.5713570555,33869.56706811512,51746.35184802274,189471.26052770962,77046.63738842787,30132.272766357582,90775.3602124025,
7160,417.22394643391294,18.48820987654321,50650.01633056663,191861.04847534155,0,54306.2454891971,78876.82575195357,87554.86679748533,37122.307989806875,27710.55533203139,56512.03037048353,14768.29372680621,50365.27494140672,6876.238222656209,76401.68914520323,61714.77307922366,20978.669876098993,67207.1355596916,0,49651.20645446779,9951.958240051275,30280.443571777352,44414.50464447053,40679.43873291004,8446.548767089822,42997.04092773473,74708.74127075227,11370.132520752366,86744.08787414493,0,32521.659595642093,24035.94332733142,
7217,369.1943053019476,22.874320987654325,0,8344.616118163953,0,0,15443.36541137721,15882.538972168193,80801.11640380937,85068.82483154227,169750.52786987287,112400.2795739748,116988.8305834957,82746.36312500047,342894.79260254145,335395.32988525165,464228.3753662079,351693.32989502104,45839.48748901334,35616.80809814482,507652.706940916,504640.4757226529,69104.22169799801,59462.70168456985,36621.828820801165,56444.40987182598,247049.40654296917,286156.01058105653,287992.0362133782,275405.9068505852,280203.9062084955,283326.8724975583,
7295,303.14480697553853,11.170655555555557,12357.13230358883,42458.8657458496,40603.570252136255,19537.478836913906,51009.51626190172,96966.77570800796,115246.58329589822,6745.849170898545,122207.79403112801,69146.30688806158,30900.595478943127,46423.80362707511,117510.86521588132,41304.8602928469,57157.066721313335,97691.62819171147,96090.97905950919,53078.39618536376,41068.01020288067,125627.81679510507,68406.3980905762,43636.519735839676,55643.54628216556,49376.77960906997,24898.594433593746,59783.77597082491,54457.28518609635,67804.86497912575,64645.14287731943,13148.166507568621,
7341,303.1451106916967,15.704625555555557,58003.45718835485,29056.913197021408,76589.73314184597,131599.5148530274,195791.13549096725,29553.660212890718,74068.77294885257,7760.872767822329,70009.44338586395,51812.29669458002,197756.6479611818,137739.49311047344,54035.76396667483,258536.0400529786,81685.64391345206,69482.72757629372,97551.8730062257,63574.21820202638,52892.80500439479,60861.696168090755,224360.97522167987,178793.83907385237,52954.11986791994,66309.48633288573,30061.693849609386,102672.61525830084,143320.24401464814,54501.70022070306,7789.950322875747,414569.9470727544,
7457,311.21480033420346,29.999850000000013,4747.752608642735,91728.87550048824,25194.86330322224,6401.460673828042,116559.54111816383,104469.1684014892,47725.050467528854,53876.7102917483,282476.3743347166,165774.9976977538,96408.04550292979,54606.23278198247,2187441.228840329,2325489.573195804,2035790.012907719,2200270.435117185,192893.57924682682,161372.6445800778,2262200.8259545923,2342938.8840893595,251497.94987670984,233178.27968139623,145010.9151147458,228495.72371826146,117242.15176635697,274498.72280761745,4996.513320312435,128145.72912292507,6981.871900634606,289945.5796936035,
7524,325.1271604963304,1.6829172222222226,14928.842795410146,14632.953366394044,26976.70463293456,23015.44270264436,23453.79821777344,18949.344364303608,17900.95158474732,20631.703751709003,16344.352660034187,7926.3607069702,17451.880104156495,19121.07790148927,15711.300902893065,20999.02590371705,18433.44939566039,18197.982847717278,105112.50409082032,60116.41507232666,16991.95853619385,21567.225430603026,57373.919143737774,24216.33650399781,25086.85838623046,30669.675749877933,32297.2997237549,30858.009150833128,33383.95218911741,33473.92246319581,31999.40084277344,32360.691285583493,
7541,303.1450793011626,12.328871666666666,19834.807173705984,73372.67791815185,108473.34888665733,92369.57653228755,95547.13716845699,44537.392901794155,65610.7875867924,104112.37824792498,61657.2585496826,7335.070375976346,115260.3800972291,33434.49037512198,65232.6133436279,27343.842298461794,35258.1124796143,84487.05572613528,66371.5903859864,47752.02093713373,74895.07870092768,33725.33938732927,82187.3263183592,39803.16551348868,27728.724283325097,20733.26860998546,21181.210911376875,46816.88249041755,133681.0947867431,68540.03575488273,53833.07970703114,98915.01779541014,
7584,303.1450540929615,12.613953333333331,36943.26220239246,57900.74158203128,66267.51026129126,56567.753796936006,54335.06427246096,37054.355328003,28983.44115002476,63662.869183959905,27103.977018066256,67539.88214440954,88521.88574859622,59770.72251104746,68286.89129150391,69882.76430297855,58873.30904052718,50119.04119152859,85993.606189087,33171.67004565411,39783.99279846173,92195.98245007331,93643.44478393563,114375.76446282974,47276.43904614252,41122.95126428209,41080.99517608673,54727.28740386951,92596.71169384774,42601.6277679442,55912.798248169,60233.74725415035,
7630,303.1450891982484,10.504031666666666,23880.276359130734,6408.866277343802,5454.497735839858,67430.34089007568,85242.18083996588,30996.888074401526,54147.327348999155,144341.78224047844,103167.81857904058,75097.27040362539,50063.32570141612,25213.358123229908,53174.55073748791,127385.03143835456,69504.06911950707,50238.142202758776,42615.71964007577,24273.773996826236,42105.797221923836,102466.27321270767,77145.14128027338,25578.260698242244,30452.074757751358,52631.52209442128,60694.83823846438,82608.64227490213,96628.58314764385,129934.59336352548,45420.58089837631,56964.49814520277,
7633,463.1788059267598,15.598380555555556,0,0,42942.80960317995,19796.616965606736,0,0,9501.869058639499,7832.11297415161,635.637001495367,0,0,9647.796836273097,103146.8932702637,105706.5933822784,663.0410599136449,105064.83102905272,20288.18080849458,18274.927587821985,614.7719396667535,0,0,0,12850.12548486327,0,56033.71765058905,757.2354380645636,48491.751186813366,47194.492577697696,0,0,
7675,640.0461926028463,40.53877222222222,453542.6279107659,420559.0658010866,27029.456873169467,468935.11692420975,25903.27251037569,452109.69781234703,16075.149728698503,9308.10336425793,13939.653181762495,21315.475205688672,10712.844509887438,12945.95617462136,32952.26345825213,15761.974568481663,16891.127427368083,2565.672117003828,441728.28333496116,438192.4568869026,17556.285348510555,5556.4838360600015,66509.82649658235,12891.897614135032,35481.44450744652,25509.543566895027,12715.659152221562,20320.127034301844,32477.570062866154,30497.282141723692,11682.07153015095,9612.545670776015,
7688,371.2383544029853,6.158351666666666,34270.94209321595,35732.329510192874,36003.131313385,35812.06212928771,31225.814939941425,34652.071382431044,2345.1325502014197,3569.5059252319297,4921.743705833431,3215.2521394424457,3348.197869110112,3621.747119842522,20359.076057952898,21541.79185614016,23892.717470153857,16337.712043853746,5521.875042053237,3182.454614639283,22472.179157501236,11945.033844665519,15431.33670535279,19251.058528137186,4548.091278503432,15218.36724111937,16308.283520919811,29804.83293269348,14996.042331726063,13984.79282527161,20831.9838392563,19749.36906686401,
7746,303.14506323844694,12.129432222222224,45226.72233715819,43546.17021502686,135325.06789935267,47153.855638366535,28440.24574865707,38176.252808837875,20273.2123883058,39919.63154968252,97979.74819677723,7621.420549804809,40115.55113061521,34382.57651000986,101582.18396850588,39711.995568969505,60747.96488635251,97855.42865313737,93317.63308099365,72764.39079333491,28051.328558532845,57882.56993420425,24361.102153564305,14212.166484497013,63702.18284057639,51961.73530889909,67923.56688000495,73342.27740740989,158052.58019244365,41882.66875146473,79070.1842639159,126084.30344641108,
7860,303.1450239935176,11.57139888888889,117739.15489117429,82286.44967889393,90394.03864947488,44731.142191955616,46970.07842608658,51975.30602655034,67061.61846142553,36726.25016650383,76264.17607171647,26274.670873534982,67276.24124029532,101956.7686299436,71403.05484661856,89612.00362011736,106178.86001947024,52615.875113708586,53319.77794702137,31627.443133728055,62393.94487622091,82342.3560986329,40505.194768432586,31638.280776122996,140630.52054461688,37487.82508209244,50202.64726373292,37284.145536804215,108087.4123286132,119504.54605541978,138425.342798889,34068.208120361196,
7910,497.16196684398244,23.433344444444447,46483.986629181,0,38841.1538798523,35574.49633193968,0,0,86680.15820739817,73382.34145873979,0,0,0,69833.4295996099,429923.5816528334,434455.61492126336,0,426987.96598510846,46809.25900421101,42693.160578308416,0,0,0,0,42044.140470276245,0,533767.1279962157,0,535615.1863259875,545287.9388244617,0,0,
8008,308.9716221352351,6.953527777777777,18765.619389526353,62508.22261566166,42575.82414825445,280113.03181228635,61525.30127117913,76758.03194097895,101755.5625205079,14277.255418090646,54660.19074792484,34089.14904760736,134931.61523492433,60945.655227050614,109422.60147247309,149190.37691748052,50895.030643798855,200235.9987036133,86173.50189526362,33655.42706164557,27302.078006225456,59331.72929418949,10110.11954455576,28672.657985107508,83638.91014483648,69041.37648565673,38428.17896453846,41506.059074645964,67743.434968689,22515.49370092775,33170.64521472174,82946.11361090097,
8071,353.22785464902205,21.64345555555555,46757.67646118148,53486.870998535305,41066.57019836415,51043.12929687527,50018.99395568843,53453.78404907226,153265.9792456063,181990.63064208996,397753.0559069816,252138.3410144052,261090.73006530714,144518.9428411858,562504.9949914555,605539.3522082509,597960.6391162096,571079.5191406257,47842.51019470253,45925.99743591346,608145.6971307358,618090.8963549791,78623.68966705365,83824.28212432865,40720.920192260724,76818.73833373984,668921.8322503645,984087.0540368644,691788.7907043458,685708.7724871809,800766.2952600109,905044.9586663855,
8077,349.2552477274022,10.111113888888891,44679.85014117429,51808.498100463956,48406.09481600953,20510.67901416022,53275.42439245611,53090.54469250486,6466.517271209732,1456.5248371124221,17756.45302941899,19110.175530365,16480.564359680193,3595.8174208679266,19125.436803482044,13888.724626037605,179047.42083613592,10423.84296447757,1592.3332229232803,1473.5940809326162,168438.9577105406,175159.1420362549,11065.05174655152,6204.004907272359,1038.6494477539336,8257.985678009038,1196.2561361694231,54596.74935177625,4276.237973602283,7305.673774246195,47347.91131695558,52215.59459924314,
8154,341.10941256500246,15.820479444444443,47395.825608581596,37930.956052490175,47001.29872631843,16965.31040820294,78501.53030328368,42072.4552091064,58749.09886816408,75646.58011358647,101535.26145385715,41344.88918762208,25886.173973388635,64944.598641052085,81231.73622814924,57300.4381652834,57706.07853411866,42472.36021759031,48178.23007110588,147978.11394403072,55162.66220391878,85426.94352874765,60358.730829101565,70093.80263745102,47282.0921014403,89382.86614227289,101923.17520068352,58351.78511804228,59774.279641357425,198565.88180004878,34555.38788458235,141952.92567419438,
8201,303.1451894653584,11.834467777777776,82557.64396954331,69997.01167095937,52387.37810345454,47651.82274774179,59101.19652020261,33244.21131048581,59125.07617742917,52484.676673889204,97979.74819677723,135621.35086065668,64448.504829223464,60187.90060253884,138052.22879113763,47829.60376025407,64709.27792010488,34819.220476806586,135071.29755914316,68478.55207366945,32074.229628662008,43831.95523913597,11912.91168640124,14334.332455200092,102641.85694946304,77889.2992700803,26723.884831420895,59421.93685742167,69706.69449310296,82557.85196508774,118050.18210119609,20877.919930053704,
8407,303.14497816578785,10.12958,26906.092337219143,39944.704923828125,56096.69543298336,48879.5105310668,34823.59498181162,58848.23407891857,36480.223353637615,37025.77933612051,135369.70637701437,36712.7712353517,69263.47894616678,61088.326601013134,37216.49200280758,158266.2550457765,61440.31608410649,30335.284720642147,46544.081822753804,38751.66072924806,52925.56312225334,29343.05418438733,119637.63838452139,12822.211721679669,50820.97244702165,73631.23236297592,47870.01468176289,19668.246263244706,43196.867090576416,57394.9121054686,37117.78994256601,52716.181188537616,
8576,303.14481215655735,9.916891666666665,41094.86965014649,80351.52648400888,89358.62282702648,72242.57072405994,11471.937153198152,38411.076801818905,51449.40999493394,77326.71441351328,23502.12195642075,36697.16073687732,40172.38775598171,77696.84732153318,43642.91407000751,201317.17104016116,52117.58263507075,60458.07294769289,85664.88405780036,79954.4095444337,44980.65465814216,28116.837048950103,48712.665448364445,72657.4990080567,79594.12003912368,37022.58878100608,53945.28075512674,29191.45442340082,84573.08976184098,92678.37277288818,23013.06342431665,95178.74355145266,
8824,451.220089664626,5.1285685185185175,24868.566688507046,22594.471199645992,27800.19695310973,26114.966619171126,25677.599973785433,25230.88236521912,40383.484671447724,39006.02311395263,41544.23637397759,44692.25019465634,39934.57177767946,36247.005777862585,79972.43012866215,76689.08788442994,85591.2990150147,73045.98138740544,716.5321271057066,0,85868.96942131045,90931.90085137951,3096.565351028432,0,0,1525.635981170643,15945.890226486212,20959.567799469,15334.097806961086,17771.677966552692,17310.725996933004,18035.8128253784,
9122,491.17691119417793,22.3895,20991.585792236332,0,14826.21775390647,0,0,0,40898.30501708998,39411.017981872414,639.0312499999816,0,0,22924.024258423255,607251.9055615243,635632.9530749501,0,614003.716661988,92527.53246154715,93142.62517700148,0,0,0,0,94273.38954101586,0,164425.3468307497,0,177706.23310485797,172916.9007598873,0,0,
9259,585.2648682426865,20.951672222222225,41996.11970245364,660.1019332885785,38686.336885681136,46453.64730102526,828.5664062500055,1824.1522873687386,301899.66884948674,311846.0151191716,3439.929953460686,2247.4606504821613,2155.4859928893616,294492.7867236319,8909.462938156143,6062.910040893604,1401.9794445037655,1216.4334753418239,37791.06245040872,41609.09089447012,3415.1539498901334,2799.3730824279387,1545.5824295044047,3912.0293415832816,40388.49095901495,2786.8567579651253,6078.218417816206,1652.1678909301866,3478.8025009154876,6984.7317895508,2019.1757759095083,1024.4590660095282,
9273,371.23588743816254,10.183317777777779,18835.163247680543,37319.912873748806,36849.631614990256,52007.63652438358,44531.55157104491,40411.87494601444,16629.722010223402,20473.50906182857,14153.219513488833,22420.384495285016,33442.0759255065,24740.586747390786,15012.142047637943,20469.546832458545,36314.98884243777,16843.12904594425,5602.499122085583,2848.6478624725596,37970.062402526935,32468.763966003582,7689.730364990231,6052.73493207544,3167.7462082824723,4706.498989105204,1825.9108817138836,22863.587384429982,10892.167761260982,8501.497402832065,20993.19516557314,22759.600855896027,
9310,342.14320590608577,1.6607611111111114,15180.642819488521,5941.633043792721,19254.221044799793,8795.851811065688,10392.520726058958,10577.708813842779,1483.5666440429688,4871.378045196539,1579.9769795837449,0,0,0,8700.893019226078,3588.842992431639,1885.8998469848689,4782.655214782711,16035.196440673819,13859.922131286623,2857.028579895021,2238.758579925537,16970.740600494388,14766.112806503304,15380.31091482543,13490.783571777356,26748.256497375503,25747.505936828602,24258.264622009272,32831.96632983399,26844.161844024668,25728.03006878662,
9371,323.02316840037736,38.711483333333334,27114.681691894155,37388.83650512724,25461.582038574088,7021.323664551108,16968.186532592517,39499.57055603061,149029.16983001676,47745.98053894058,20856.42953948963,38313.14366424579,21140.8566577149,45055.83111816445,22210.986704712155,18900.974085693175,24270.11922668447,28266.54371765112,32940.68641479484,22434.807413940274,180134.9188125612,181049.75581848153,20423.748583983954,25287.275376587077,21018.03470947282,43401.022012634545,11960.484835510231,20848.239998168403,27883.37783660915,28868.576501769763,23595.93203308095,20712.48656188979,
9704,393.22113794923456,10.286967261904762,43573.932244567935,41471.78618054174,39401.012936340354,81483.32184710704,43359.935335815346,45545.18012109375,21246.28706555165,22265.404315582065,31639.824317565966,17515.87695278915,0,20077.996984008692,0,5089.807096740857,17430.55847964472,4020.615233459438,8031.270351776136,15922.007079528767,28445.05172613531,61693.76461608883,10773.185180664024,27009.607818054243,6026.394322448741,16771.238028289798,28606.112257598823,17151.23925817869,15388.955002502496,10090.9358178405,27906.35080020146,21969.8727719117,
9726,357.18900366613224,11.426292753623189,26102.125075897224,50779.03024731457,25835.32962716668,5060.824829711995,62441.409583068926,61264.91015893569,1045.8638984375036,0,3032.4898262328925,5330.737078781114,1405.0556964111702,834.2230631103444,1299.3123147582965,0,1314.1651315918014,1554.229318969713,0,0,1045.2342499999909,1414.9759684448118,1302.8449019164925,1110.3481384277306,0,1525.5447187500117,1313.3082570648382,1239.564994354244,0,0,1867.5380717468202,3591.2617692260606,
9732,520.3308878120969,3.599461666666667,40555.51125160218,36380.13846206662,39185.31375515748,27131.836084045404,27605.717059173585,37777.438735885626,39843.15369216919,42235.19295249937,27794.408687683128,30663.176795410134,35502.643917602516,40073.362431518544,53099.4702982483,55894.09783201599,57072.24719529724,53203.07214924619,37968.59883670046,31147.093796081524,43095.657607666,47538.75282963561,38904.579032562244,43182.92623022461,35574.267493499756,12387.613297851605,18049.118520751963,27770.824228103636,25226.938823867815,28142.9326478882,21425.716205749493,35214.00990498353,
10049,309.2051897382452,20.51346111111111,24658.385681762506,4725.6072174070905,23779.604657592554,19903.184732055797,15480.82115905748,16860.555693969633,23462.743911438032,23252.762838439805,15706.951892089777,25527.23364837656,8014.782656249885,23084.094064941546,174129.57225158694,138065.66380126923,197142.2844036863,142541.12647399906,13143.87731201196,11051.313244018364,149997.18322143494,158720.53949340823,20554.037091064725,37103.52038574233,8685.054829101842,32613.72724792477,28425.88345642088,23617.499354247968,17833.208622436752,31308.801476135235,28510.4846813962,4455.23619873041,
10099,564.3593278275354,4.032654444444444,26213.007505432128,28673.327921417218,22498.39941912841,21318.340003967307,20927.056866210944,27496.706079086318,29299.560991699218,32744.89549623109,23689.395933868418,30146.037301086413,31543.8179412384,27181.227999755858,41682.85728015135,52567.61699913024,37134.96155952453,41170.772767532384,29241.537099563586,23330.507630981425,37523.52361990359,36059.27901821901,24496.522473388683,28199.785662170405,29991.891849639895,61241.973661453274,20820.63342881776,22372.87147070311,22442.726311889637,26769.106916854882,20621.606205291733,19373.506650711057,
10140,509.1859974028746,18.066298245614036,27257.79246704101,0,28432.73766922,28420.806322326636,0,0,36849.24121093734,29662.721874694897,673.4692163085849,0,0,33169.14212219227,309810.9127868647,325746.15891418554,625.8727886962808,327119.922030944,117776.9305670165,106733.3481555177,0,721.9873607635545,625.589387207023,0,120359.57160446155,0,165590.8889385985,0,168092.83481964137,159543.79640731844,0,0,
10235,335.21135546745404,32.31853888888888,35838.85637756348,48350.23873229999,37908.22131469731,75863.57140502942,66146.1177233886,23409.322300415417,15990.566216430903,13174.016474609154,34436.64952758825,7597.144736328294,28793.222961120624,12276.331888427574,225966.56191772292,247971.1092950441,248550.7862493893,235032.35484802222,45732.41728454587,52276.35165832516,260452.79670165986,285820.1619598399,62739.607243042105,16070.149465637474,45308.20474365223,59980.351974487174,90486.87177398671,49757.546173095405,98999.14007019039,24209.101317748657,93728.56862548793,132138.3809436032,
10437,501.1360154482179,20.891552083333337,14926.718242797844,0,21341.374223327664,25551.704004363935,0,0,51965.55023223836,50532.11669464154,0,0,0,47748.96807098356,160985.52290954537,115722.30087249889,0,141555.206371764,57435.803103484905,63808.52048522936,0,772.936964111318,0,0,52585.28726051325,0,181946.7417198182,0,161382.04432739268,152337.04246383708,0,0,
10557,393.22036186949947,9.123788690476188,4620.4989260254315,14441.914103515708,0,0,4501.068423095767,6354.647847381548,4024.016757324222,1853.0182310638143,9453.43797053527,8124.1434482727,4857.398873168953,4143.997458313004,17088.526123550368,23356.937132720934,27497.750273803736,17715.886886718712,7399.898734069828,19299.76539944461,27074.948248046843,25308.161938018784,13310.028790527305,28482.5530114136,16224.853294006318,11620.36094467175,115597.88532684343,420152.7899607545,45538.35738781754,11737.84382592748,145019.0730267333,130010.16572369383,
10739,351.2082299353162,22.468513888888893,29966.918166809057,18795.22962097152,7117.0364825440065,16278.089490966664,14083.815504150676,35776.18693054182,12200.73236755377,10559.974334106593,0,0,26920.773453979673,9554.189571227864,83204.61600830137,0,94519.78550262543,85146.20420532186,7525.073228149364,0,0,0,2908.0362258911323,2478.4238204955345,1902.3255383301205,4411.154854736465,80130.91237182623,167435.57481628453,91698.43520629876,84899.39718505893,122940.89103912305,113706.07022216755,
10893,477.19407371938337,6.030808333333333,19740.98769602966,0,18101.514602905292,16920.4672865601,0,0,24624.14805270385,26729.261038406406,0,710.4157937927325,753.0035852661133,25485.661698852546,223811.28559255978,226521.2024576188,0,210541.5559364013,115388.30264291403,108226.17154081727,615.6245516662598,0,0,0,107274.67525280768,0,512320.4794121702,0,519292.47879240423,523798.5078885421,0,0,
11882,311.1534415734181,16.15294611111111,12569.630213867324,25705.940831542932,30451.4550864562,27568.899498352017,30343.054335876564,31323.303165954494,249173.4559092104,191011.34672546378,204275.0307487485,152966.22693884282,308181.2087156678,238581.01742840602,24880.733301727163,43895.85998229986,32297.162459472736,43362.065960327025,44555.117256439196,30499.391979309134,49541.56724407968,45035.88138311763,22643.816233184672,29405.20775744616,70831.25799481207,52203.053575317426,7352.2248882446875,31652.33707116706,11917.897157745301,59834.098391296146,28887.27293084735,23095.263069030887,
11994,450.14740217240757,23.267095238095237,6949.536454544157,0,34778.61206146226,0,0,0,63335.23072250349,63710.829060669006,0,0,0,60103.00219192506,382349.18766815146,406025.44256897,0,375405.6979187008,21552.673878631722,18923.50962493907,0,0,0,0,16580.62897003175,0,45626.05479461637,0,50204.32371459958,50249.48289886485,0,0,
12281,507.204655827184,6.794148888888889,16416.32667797849,0,20179.869421020492,17310.062217529277,0,0,15340.750069473279,9629.288761718763,0,0,0,15369.829497390763,70659.0879902801,77663.59896951307,0,71848.7943598023,56469.05525225823,57412.124288497835,0,0,0,0,59062.62904183959,0,19459.26105352781,0,19263.953250518767,16579.870153045646,0,0,
12962,496.27335077664776,18.661444444444445,14259.174272460921,9313.528299560568,5557.291157531981,12977.414588318043,12042.596489563106,17947.088909301612,28706.61288391115,14524.464397888032,14022.897142334206,20524.75607269306,23904.414251098762,28169.30110748302,27401.621858520495,18721.598146057204,4798.791625060894,15013.156958312898,30418.998955993484,6157.971054077158,15228.27098937981,13676.563190307446,40827.51373474098,28323.461076049745,28886.79828857439,7621.675267639046,112219.37063934354,84917.95726135289,113240.10639556924,98366.72225219774,82845.17751586952,364604.6058662413,
13145,329.22531842349684,20.250801282051277,8376.895234985292,17053.17119750968,5682.167326049931,2749.252897644061,3830.5341577147938,3180.3022045898024,2769.981089782733,11865.398991699345,6449.464991455006,26721.216669311412,19838.296630249322,5362.71571655277,0,0,6545.606505126791,0,1924.6872521972405,4438.172212219268,6823.300887451131,0,4594.24799316408,5755.975693664482,2097.936711425828,4086.7279190063746,41459.20945190459,51863.75164672907,51281.442319946,44227.36375976566,57447.16458190901,55314.00841979938,
13498,313.23537182076154,21.645138888888887,13378.000908203097,19031.903326110936,18377.683924865567,4833.290908508243,21138.483441162,20998.83770690935,57647.003153076526,44115.98606933644,81673.9570452879,84463.54134399435,79455.58892028761,45347.30146728482,193823.70284912124,164328.28249572724,179576.33704223554,183467.35086608928,22306.535327148507,14750.593681030472,236100.55988159153,251443.82393737763,36927.15318054234,57402.3914451599,9524.618334350685,40277.17387695299,243769.2819891352,362059.34874298045,230692.63542480423,224985.5814349362,312605.8739608771,348324.3469857798,
13563,329.22873365189736,20.150766666666666,5315.009191894458,17053.17119750968,5682.167326049931,2749.252897644061,6965.446533203187,3180.3022045898024,21069.011957397383,27766.130946655063,46026.05698852539,41351.116361694076,36882.85297790552,19070.18835388193,88477.93711669979,108131.95168457023,35332.34675170875,105058.83353393538,3613.4783816528875,4438.172212219268,136138.74593811113,148149.5348693848,5322.9220947266,2207.736309814502,2097.936711425828,5243.466193237207,58495.63929809583,70444.20113403341,60321.17702758727,70191.3124096679,71985.57803405712,94544.52243774403,
13679,758.5701846302186,36.900277777777774,4585709.552821946,4.552300133529659E7,3.0824864294133E7,2663101.2826187266,5.9653657311172515E7,6.208906368938353E7,3.919115933103395E7,3.677127898886595E7,3.601203217986752E7,4.028586889479311E7,3.658964391044709E7,4.0462690339426264E7,4.3141754808371596E7,4.822607806973388E7,4.2301539308439955E7,4.418417361371339E7,4.4529381402521335E7,4.39057119752588E7,4.5263576491757795E7,5.44102681248438E7,652461.7565112308,507808.7913330072,3.38836571261856E7,2303664.118845209,549961.4424609358,1220507.920437617,520637.9801886011,581566.3729101577,818430.5824255398,958335.8418804926,
